Country,ISO,submission,submission_label,previous_submission,submission_type,submission_type_label,submission_date,indc_submission,indc_submission_label,pa_status,pa_status_label,pa_ratified,pa_ratified_label,pa_ratified_date,pa_withdraw_date,pa_sign,pa_sign_label,pa_sign_date,ndce_ghg,ndce_compare,ndce_status_2020,ndce_status_2020_label,ndce_statement,ndce_source,ndce_date,nz_status,nz_status_label,nz_source,nz_year,nz_year_label,nz_ghg,nz_ghg_label,nz_sec,nz_sec_label,nz_offset,nz_offset_label,nz_ship,nz_ship_label,nz_separate_net_gross,nz_separate_net_gross_label
Russia,RUS,2020 NDC (First NDC),New or Updated NDC,INDC,First NDC,First NDC,11/25/2020,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,9/23/2019,,Yes,Yes,4/22/2016,3.87%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,The Russian Federation commits to reduce greenhouse gas emissions to 70 percent relative to the 1990 level by 2030.,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/NDC_RF_eng.pdf"">Russia First NDC</a>",11/25/2020,In Law (10/29/2021); In Political Pledge (10/13/2021),Net-zero Target in Law,"<a href=""http://static.government.ru/media/files/ADKkCzp3fWO32e2yA0BhtIpyzWfHaiUa.pdf"">Strategy of socio-economic development of the Russian Federation for low greenhouse gas emissions by 2050</a> (10/29/2021)<br><a href=""https://tv.guardian.ng/news/world-news/putin-says-russia-aiming-for-carbon-neutrality-by-2060/"">Russian Energy Week presidential speech</a> (10/13/2021)",No later than 2060,Target Year After 2050,GHG Coverage Unclear or Undecided,GHG Coverage Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,International Offsets Included,International Offsets Included,Unclear or Undecided,Unclear or Undecided,Net Target Only,Net Target Only
Rwanda,RWA,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,5/20/2020,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,10/6/2016,,Yes,Yes,4/22/2016,0.01%,Compare with previous NDC,Submitted New or Updated NDC,Submitted New or Updated NDC,Rwanda commits to reduce emissions by 16% (unconditional) and 38% (conditional) in 2030 compared to BAU. ,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/Rwanda_Updated_NDC_May_2020.pdf"">NDC registry</a>",5/20/2020,In Political Pledge,Net-zero Target in Political Pledge,"<a href=""https://unfccc-cop26.streamworld.de/webcast/first-part-of-the-high-level-segment-for-heads-o-3"">Speech during COP26 World Leaders Summit</a> (11/2/2021) ",2050,2050 as Target Year,GHG Coverage Unclear or Undecided,GHG Coverage Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Net Target Only ,Net Target Only 
Saint Kitts and Nevis,KNA,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,10/25/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,4/22/2016,,Yes,Yes,4/22/2016,0.00%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,Saint Kitts and Nevis commits to reducing its CO2 emissions by 61% by 2030 compared to 2010 levels. ,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/St. Kitts and Nevis Revised NDC_Updated.pdf"">Saint Kitts and Nevis First NDC (Updated submission)</a>",10/25/2021,,,,,,,,,,,,,,,
Saint Lucia,LCA,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,1/27/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,4/22/2016,,Yes,Yes,4/22/2016,0.00%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,"Saint Lucia commits to a 7% GHG emissions reduction in the energy sector (equivalent to 37 GgCO2 eq) by 2030, relative to 2010.","<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/Saint Lucia First NDC %28Updated submission%29.pdf"">Saint Lucia First NDC (Updated submission)</a>",1/27/2021,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,VCT,Only First NDC,Only First NDC,,First NDC,First NDC,6/29/2016,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,6/29/2016,,Yes,Yes,4/22/2016,0.00%,,,,,,,,,,,,,,,,,,,,,
Samoa,WSM,2020 NDC (Second NDC),New or Updated NDC,First NDC,Second NDC,Second NDC,7/29/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,4/22/2016,,Yes,Yes,4/22/2016,0.00%,Compare with previous NDC,Submitted New or Updated NDC,Submitted New or Updated NDC,Samoa commits to reduce GHG emissions by 26% by 2030 compared to 2007 levels (or by 91 GgCO2e compared to the new inventory year once the GHG inventory has been updated). ,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/Samoa%27s Second NDC for UNFCCC Submission.pdf"">Samoa Second NDC</a>",7/29/2021,,,,,,,,,,,,,,,
San Marino,SMR,Only First NDC,Only First NDC,,First NDC,First NDC,9/26/2018,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,9/26/2018,,Yes,Yes,4/22/2016,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,7/30/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,11/2/2016,,Yes,Yes,4/22/2016,0.00%,Compare with previous NDC,Submitted New or Updated NDC,Submitted New or Updated NDC,Sao Tome and Principe commits to sectoral mitigation measures that are estimated to reduce GHG emissions by 27% (109 ktCO2e) by 2030 compared to BAU.,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/Updated_NDC_STP_2021_EN_.pdf"">Sao Tome and Principe First NDC (Updated submission)</a>",7/30/2021,,,,,,,,,,,,,,,
Saudi Arabia,SAU,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,10/23/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,11/3/2016,,Yes,Yes,11/3/2016,1.45%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,Saudi Arabia commits to implementing measures which aim to reduce its emissions by 278 MtCO2e annually from 2020 to 2030.,"<a href=""https://unfccc.int/sites/default/files/resource/202203111154---KSA NDC 2021.pdf"">Saudi Arabia First NDC (Updated submission)</a>",10/23/2021,In Political Pledge,Net-zero Target in Political Pledge,"<a href=""https://www.youtube.com/watch?v=KSLEV4_Qlfs"">Crown Prince's speech at Saudi Green Initiative Forum</a> (10/23/21)",2060,Target Year After 2050,GHG Coverage Unclear or Undecided,GHG Coverage Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Net Target Only ,Net Target Only 
Senegal,SEN,2020 NDC (First NDC),New or Updated NDC,INDC,First NDC,First NDC,12/28/2020,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,9/21/2016,,Yes,Yes,4/22/2016,0.07%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,Senegal commits to reduce GHG emissions by 5% and 7% (unconditional) and 23.7% and 29.5% (conditional) compared to BAU levels in 2025 and 2030 respectively.,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/CDNSenegal approuv%C3%A9e-pdf-.pdf"">Senegal First NDC (Updated submission)</a>",12/28/2020,,,,,,,,,,,,,,,
Seychelles,SYC,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,7/29/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,4/29/2016,,Yes,Yes,4/25/2016,0.00%,Compare with previous NDC,Submitted New or Updated NDC,Submitted New or Updated NDC,Seychelles commits to reduce GHG emissions by 26.4% (or 293.8 ktCO2e) by 2030 compared to BAU.,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/Seychelles - NDC_Jul30th 2021 _Final.pdf"">Seychelles First NDC (Updated submission)</a>",7/29/2021,In Policy Document,Net-zero Target in Policy Document,"<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Seychelles%20First/Seychelles%20-%20NDC_Jul30th%202021%20_Final.pdf"">Seychelles’ Updated Nationally Determined Contribution</a> (7/30/2021)",2050,2050 as Target Year,All GHGs Covered,All GHGs Covered,All sectors,All Domestic Sectors Covered,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Net Target Only,Net Target Only
Sierra Leone,SLE,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,7/30/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,11/1/2016,,Yes,Yes,9/22/2016,0.02%,Compare with previous NDC,Submitted New or Updated NDC,Submitted New or Updated NDC,"Sierra Leone commits to policies and measures that will contribute to reduce CO2 emissions by 5% by 2025, 10% by 2030, and 25% by 2050, compared to BAU.","<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/210804 2125 SL NDC %281%29.pdf"">Sierra Leone First NDC (Updated submission)</a>",7/30/2021,,,,,,,,,,,,,,,
Singapore,SGP,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,11/4/2022,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,9/21/2016,,Yes,Yes,4/22/2016,0.14%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,Singapore commits to reducing its emissions to around 60 MtCO2e in 2030 after peaking its emissions earlier. ,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-11/Singapore%20Second%20Update%20of%20First%20NDC.pdf"">Second Update of First Nationally Determined Contribution</a>",11/4/2022,In Policy Document,Net-zero Target in Policy Document,"<a href=""https://unfccc.int/sites/default/files/resource/Addendum%20to%20Singapore%27s%20Long-Term%20Low-Emissions%20Development%20Strategy.pdf""> Addendum to Singapore's Long-Term Low-Emissions Development Strategy</a> (11/3/22); <a href=""https://www.nccs.gov.sg/media/publications/singapores-long-term-low-emissions-development-strategy"">Singapore's Long-Term Low-Emissions Development Strategy</a> (3/31/2020)",2050,2050 as Target Year,All GHGs Covered,All GHGs Covered,All sectors,All Domestic Sectors Covered,International Offsets Included,International Offsets Included,International Shipping and Aviation Not Included,International Shipping and Aviation Not Included,Net Target Only,Net Target Only
Slovakia,SVK,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,12/17/2020,No Document Submitted,No Document Submitted,Joined Agreement,Joined Agreement,Yes,Yes,10/5/2016,,Yes,Yes,4/22/2016,0.07%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,"The EU and its Member States, acting jointly, commits to reduce emissions by at least 55% by 2030 compared to 1990.","<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December 2020_0.pdf"">EU Updated First NDC (Slovakia)</a>",12/17/2020,In Policy Document,Net-zero Target in Policy Document,"<a href=""https://unfccc.int/sites/default/files/resource/LTS%20SK%20eng.pdf"">Low-Carbon Development Strategy of the Slovak Republic until 2030 with a View to 2050</a> (3/30/2020)",2050,2050 as Target Year,All GHGs Covered,All GHGs Covered,All sectors,All Domestic Sectors Covered,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Separate Net and Gross Targets,Separate Net and Gross Targets
Slovenia,SVN,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,12/17/2020,No Document Submitted,No Document Submitted,Joined Agreement,Joined Agreement,Yes,Yes,12/16/2016,,Yes,Yes,4/22/2016,0.03%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,"The EU and its Member States, acting jointly, commits to reduce emissions by at least 55% by 2030 compared to 1990.","<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December 2020_0.pdf"">EU Updated First NDC (Slovenia)</a>",12/17/2020,In Policy Document,Net-zero Target in Policy Document,"<a href=""https://unfccc.int/sites/default/files/resource/LTS1_SLOVENIA_EN.pdf"">Slovenia’s Longterm Climate Strategy</a> (7/13/2021)<br><a href=""https://www.gov.si/en/news/2020-02-27-the-government-adopts-the-integrated-national-energy-and-climate-plan-of-the-republic-of-slovenia/"">Integrated National Energy and Climate Plan of the Republic of Slovenia</a> (2/27/2020)",2050,2050 as Target Year,All GHGs Covered,All GHGs Covered,All sectors,All Domestic Sectors Covered,International Offsets Included,International Offsets Included,Unclear or Undecided,Unclear or Undecided,Separate Net and Gross Targets,Separate Net and Gross Targets
Solomon Islands,SLB,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,7/18/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,9/21/2016,,Yes,Yes,4/22/2016,0.09%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,Solomon Island commits to reduce emission by 14% (unconditional) and 27% (conditional) by 2025 compared to BAU; 33% (unconditional) and 47% (conditional) by 2030 compared to BAU; and net-zero (conditional) by 2050. ,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/NDC Report 2021 Final Solomon Islands %281%29.pdf"">Solomon Islands First NDC (Updated submission)</a>",7/18/2021,In Policy Document,Net-zero Target in Policy Document,"<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Solomon%20Islands%20First/NDC%20Report%202021%20Final%20Solomon%20Islands%20(1).pdf"">Solomon Islands Second NDC</a> (7/21/2021)",2050,2050 as Target Year,Partial GHG Coverage,Partial GHG Coverage,All sectors,All Domestic Sectors Covered,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Net Target Only,Net Target Only
Somalia,SOM,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,7/30/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,4/22/2016,,Yes,Yes,4/22/2016,0.09%,Compare with previous NDC,Submitted New or Updated NDC,Submitted New or Updated NDC,"Somalia commits to reduce GHG emissions by 30% by 2030, compared to BAU.","<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/Final Updated NDC for Somalia 2021.pdf"">Somalia First NDC (Updated submission)</a>",7/30/2021,,,,,,,,,,,,,,,
South Africa,ZAF,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,9/27/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,11/1/2016,,Yes,Yes,4/22/2016,1.13%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,"South Africa commits to reducing its GHG emissions to 398-510 MtCO2e by 2025, and to 350-420 MtCO2e by 2030. ","<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/South Africa updated first NDC September 2021.pdf"">South Africa First NDC (Updated submission)</a>",9/27/2021,In Policy Document,Net-zero Target in Policy Document,"<a href=""https://www.climatecommission.org.za/just-transition-framework"">Just Transition Framework for South Africa</a> (8/31/2022)",2050,2050 as Target Year,Partial GHG Coverage,Partial GHG Coverage,All sectors,All Domestic Sectors Covered,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Net Target Only,Net Target Only
South Korea,KOR,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,12/23/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,11/3/2016,,Yes,Yes,4/22/2016,1.31%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,Republic of Korea commits to reduce GHG emissions by 40% by 2030 compared to 2018 levels (727.6 MtCO2e).,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/211223_The Republic of Korea%27s Enhanced Update of its First Nationally Determined Contribution_211227_editorial change.pdf"">Republic of Korea First NDC (Updated submission)</a>",12/23/2021,In Law (9/24/2021); In Policy Document (12/30/2020),Net-zero Target in Law,"<a href=""https://www.law.go.kr/%EB%B2%95%EB%A0%B9/%EA%B8%B0%ED%9B%84%EC%9C%84%EA%B8%B0%EB%8C%80%EC%9D%91%EC%9D%84%EC%9C%84%ED%95%9C%ED%83%84%EC%86%8C%EC%A4%91%EB%A6%BD%E3%86%8D%EB%85%B9%EC%83%89%EC%84%B1%EC%9E%A5%EA%B8%B0%EB%B3%B8%EB%B2%95/(18469,20210924)"">Carbon Neutral Framework Act</a> (9/24/2021); <a href=""https://unfccc.int/sites/default/files/resource/LTS1_RKorea.pdf"">2050 Carbon Neutral Strategy</a> (12/30/2020); <a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Republic%20of%20Korea%20First/201230_ROK's%20Update%20of%20its%20First%20NDC_editorial%20change.pdf"">South Korea Updated First NDC</a> (12/30/2020) ",2050,2050 as Target Year,All GHGs Covered,All GHGs Covered,All sectors,All Domestic Sectors Covered,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Net Target Only,Net Target Only
South Sudan,SSD,2020 NDC (Second NDC),New or Updated NDC,First NDC,Second NDC,Second NDC,9/21/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,2/23/2021,,Yes,Yes,4/22/2016,0.12%,Compare with previous NDC,Submitted New or Updated NDC,Submitted New or Updated NDC,"South Sudan commits to sectoral mitigation strategies which are expected to ""reduce an estimated 109.87 million tonnes of carbon dioxide equivalent (tCO2e) and sequester 45.06 million tCO2e by 2030.""","<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/South Sudan%27s Second Nationally Determined Contribution.pdf"">South Sudan's Second NDC</a>",9/21/2021,,,,,,,,,,,,,,,
Spain,ESP,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,12/17/2020,No Document Submitted,No Document Submitted,Joined Agreement,Joined Agreement,Yes,Yes,1/12/2017,,Yes,Yes,4/22/2016,0.59%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,"The EU and its Member States, acting jointly, commits to reduce emissions by at least 55% by 2030 compared to 1990.","<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December 2020_0.pdf"">EU Updated First NDC (Spain)</a>",12/17/2020,In Law (5/27/2021); <br>In Policy Document (12/11/2020),Net-zero Target in Law,"<a href=""https://www.boe.es/diario_boe/txt.php?id=BOE-A-2021-8447"">Law on climate change and energy transition.</a> (5/27/2021)<a href=""https://unfccc.int/sites/default/files/resource/LTS1_Spain_0.pdf"">Spanish Long Term Low GHG Emission Development Strategy</a> (12/10/2020)",2050,2050 as Target Year,GHG Coverage Unclear or Undecided,GHG Coverage Unclear or Undecided,All sectors,All Domestic Sectors Covered,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Separate Net and Gross Targets,Separate Net and Gross Targets
Sri Lanka,LKA,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,7/29/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,9/21/2016,,Yes,Yes,4/22/2016,0.08%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,Sri Lanka commits to increase 32% forest cover by 2030 and reduce greenhouse emissions by 14.5% (4% of which unconditional) compared to BAU for the period 2021-2030.,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/Amendmend to the Updated Nationally Determined Contributions of Sri Lanka.pdf"">Sri Lanka First NDC (Updated submission)</a>; <a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Sri%20Lanka%20First/Amendmend%20to%20the%20Updated%20Nationally%20Determined%20Contributions%20of%20Sri%20Lanka.pdf"">Amendment</a>",7/29/2021,In Policy Document,Net-zero Target in Policy Document,"<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Sri%20Lanka%20First/NDCs%20of%20Sri%20Lanka-2021.pdf"">Sri Lanka’s Updated Nationally Determined Contribution</a> (7/30/2021)",2060,Target Year After 2050,Partial GHG Coverage,Partial GHG Coverage,All sectors,All Domestic Sectors Covered,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Net Target Only,Net Target Only
Sudan,SDN,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,9/22/2022,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,8/2/2017,,Yes,Yes,4/22/2016,0.26%,Compare with previous NDC,Submitted New or Updated NDC,Submitted New or Updated NDC,"Sudan commits to fixed-level emissions reduction targets for 2030 relative to BAU for Energy (12,458,008 tCO2e), Forestry (13,384,246 tCO2e), and Waste (1,278,822 tCO2e).","<a href=""https://unfccc.int/sites/default/files/NDC/2022-10/Sudan%20Updated%20First%20NDC-12102021.pdf"">Sudan's First NDC</a>",9/22/2022,,,,,,,,,,,,,,,
Suriname,SUR,2020 NDC (Second NDC),New or Updated NDC,First NDC,Second NDC,Second NDC,12/9/2019,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,2/13/2019,,Yes,Yes,4/22/2016,0.03%,Compare with previous NDC,Submitted New or Updated NDC,Submitted New or Updated NDC,Suriname commits to stronger adaptation actions. ,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/Suriname Second NDC.pdf"">NDC registry</a>",12/9/2019,,,,,,,,,,,,,,,
Sweden,SWE,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,12/17/2020,No Document Submitted,No Document Submitted,Joined Agreement,Joined Agreement,Yes,Yes,10/13/2016,,Yes,Yes,4/22/2016,0.06%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,"The EU and its Member States, acting jointly, commits to reduce emissions by at least 55% by 2030 compared to 1990.","<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December 2020_0.pdf"">EU Updated First NDC (Sweden)</a>",12/17/2020,In Policy Document (12/11/2020); <br>In Law (6/15/2017),Net-zero Target in Law,"<a href=""https://unfccc.int/sites/default/files/resource/LTS1_Sweden.pdf"">Long-term Strategy</a> (12/11/2020); <br><a href=""https://www.government.se/articles/2017/06/the-climate-policy-framework/"">The Climate Policy Framework</a> (6/15/2017)",2045,Target Year Before 2050,All GHGs Covered,All GHGs Covered,All sectors,All Domestic Sectors Covered,International Offsets Included,International Offsets Included,International Shipping and Aviation Not Included,International Shipping and Aviation Not Included,Separate Net and Gross Targets,Separate Net and Gross Targets
Switzerland,CHE,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,12/17/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,10/6/2017,,Yes,Yes,4/22/2016,0.09%,Compare with previous NDC,Submitted New or Updated NDC,Submitted New or Updated NDC,"In view of its climate neutrality target by 2050, Switzerland commits to reduce greenhouse gas emissions by at least 50% by 2030 compared to 1990 levels, corresponding to an average reduction of at least 35 percent over the period 2021-2030.","<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/Swiss NDC 2021-2030 incl ICTU_December 2021.pdf"">Switzerland First NDC (Updated submission)</a>",12/17/2021,In Policy Document,Net-zero Target in Policy Document,"<a href=""https://unfccc.int/sites/default/files/resource/LTS1_Switzerland.pdf"">Switzerland's Long-term climate strategy</a> (1/28/2021); <a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Switzerland%20First/Switzerland_Full%20NDC%20Communication%202021-2030%20incl%20ICTU.pdf"">Switzerland Updated First NDC</a> (12/8/2020); <a href=""https://www.admin.ch/gov/en/start/documentation/media-releases.msg-id-76206.html"">Federal Council</a> (8/28/2019)",2050,2050 as Target Year,All GHGs Covered,All GHGs Covered,All sectors,All Domestic Sectors Covered,International Offsets Not Included,International Offsets Not Included,International Shipping and Aviation Not Included,International Shipping and Aviation Not Included,Net Target Only,Net Target Only
Syria,SYR,Only First NDC,Only First NDC,,First NDC,First NDC,11/30/2018,No Document Submitted,No Document Submitted,Joined Agreement,Joined Agreement,Yes,Yes,11/13/2017,,No,No,,0.10%,,,,,,,,,,,,,,,,,,,,,
Tajikistan,TJK,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,10/12/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,3/22/2017,,Yes,Yes,4/22/2016,0.03%,Compare with previous NDC,Submitted New or Updated NDC,Submitted New or Updated NDC,"Tajikistan commits to not exceed 60-70% (unconditional), and 50-60% (conditional) of 1990 emissions levels by 2030. ","<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/NDC_TAJIKISTAN_ENG.pdf"">Tajikistan First NDC (Updated submission)</a>; <a href=""https://unfccc.int/sites/default/files/NDC/2022-06/NDC_Letter_TJK.pdf"">Addendum</a>",10/12/2021,,,,,,,,,,,,,,,
Thailand,THA,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,11/2/2022,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,9/21/2016,,Yes,Yes,4/22/2016,0.88%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,Thailand commits to reducing its emissions by 30% (unconditional) and by 40% (conditional) by 2030 compared to BAU. ,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-11/Thailand%202nd%20Updated%20NDC.pdf"">Thailand 2nd Updated NDC</a>",11/2/2022,In Policy Document,Net-zero Target in Policy Document,"<a href=""https://unfccc.int/sites/default/files/resource/Thailand%20LT-LEDS%20%28Revised%20Version%29_08Nov2022.pdf"">Thailand's Long-term Low Greenhouse Gas Emission Development Strategy (Revised version) </a> (11/7/22); <a href=""https://unfccc.int/sites/default/files/resource/Thailand_LTS1.pdf"">Thailand's Mid-century, Long-term Low Greenhouse Gas Emission Development Strategy</a> (10/31/21)","""Carbon neutrality by 2050 and net-zero emissions by 2065""",Target Year After 2050,All GHGs Covered,All GHGs Covered,All sectors,All Domestic Sectors Covered,International Offsets Included,International Offsets Included,Unclear or Undecided,Unclear or Undecided,Net Target Only,Net Target Only
The Bahamas,BHS,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,11/7/2022,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,8/22/2016,,Yes,Yes,4/22/2016,0.01%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,"The Bahamas commits to reducing its emissions by 30% by 2030 compared to BAU, conditional on international support. It also commits to having at least 30% renewables in its energy mix by 2030 and having electric and hybrid vehicles representing 35% and 15% of vehicle sales respectively by 2030.","<a href=""https://unfccc.int/sites/default/files/NDC/2022-11/Bahamas%20Updated%20Nationally%20Determined%20Contribution.pdf"">Bahamas Updated Nationally Determined Contributions, 2022</a>",11/7/2022,,,,,,,,,,,,,,,
